optimal distance,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,m18,m19,m20,m21,m22,m23,m24,m25,m26,m27,m28,m29,m30,m31,m32,m33,m34,m35,m36,m37,m38,m39,m40,m41,m42,m43,m44,m45,m46,m47,m48,m49,m50,m51,m52,m53,m54,m55,m56,m57,m58,m59,m60,m61,m62,m63,m64,m65,m66,m67,m68,m69,m70,m71,m72,m73,m74,m75,m76,m77,m78,m79,m80
49,5,15,11,8,6,7,10,14,1,4,3,9,0,12,2,13,0,3,3,3,1,1,1,2,2,0,3,3,1,2,2,0,2,1,3,0,2,0,0,3,3,1,3,1,2,2,0,3,1,1,2,0,0,2,1,3,0,2,0,3,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,10,7,9,4,11,6,15,1,13,0,8,3,2,5,12,14,0,0,3,3,1,1,2,2,2,1,3,3,0,2,0,2,1,1,3,0,0,3,0,2,2,1,3,3,0,3,1,1,2,0,3,1,2,1,2,0,0,0,3,1,2,0,2,1,1,3,3,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
54,7,12,4,3,2,5,13,15,14,6,0,11,1,10,9,8,0,0,2,0,3,1,2,1,3,0,3,1,1,2,0,0,3,3,1,1,2,0,0,0,3,1,1,1,2,0,0,0,2,1,2,0,3,1,3,3,0,2,1,3,1,2,2,2,0,3,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,
45,1,4,9,6,13,11,5,3,0,8,10,14,15,12,7,2,1,2,1,3,1,2,0,3,0,2,2,2,1,3,3,0,2,0,3,1,2,1,2,0,3,1,2,1,3,3,0,3,0,2,1,2,2,0,0,3,3,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,14,9,15,4,12,1,11,8,0,10,7,2,5,3,13,6,0,3,0,3,1,1,2,1,2,0,0,0,3,1,1,1,3,0,0,3,1,1,2,0,0,0,2,1,1,3,3,0,0,2,2,1,2,1,1,3,0,3,0,2,1,2,1,3,3,0,0,3,1,2,2,0,3,1,1,3,,,,,,,,,,,,,,,,,,,,
48,1,0,3,14,13,11,6,7,8,4,12,9,10,15,5,2,0,2,1,1,3,0,2,2,0,2,1,1,1,3,0,0,0,3,3,1,2,1,2,2,0,3,3,1,1,3,0,0,2,1,2,1,3,3,0,2,2,1,2,0,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,3,12,5,8,13,6,15,0,1,9,2,14,4,10,11,7,1,2,0,0,0,3,3,1,2,1,2,0,0,3,1,1,1,2,0,3,3,1,3,0,2,0,2,2,1,3,1,3,3,0,0,2,2,2,0,3,3,3,1,2,2,0,3,1,2,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,10,1,12,4,6,11,15,7,0,2,8,9,13,3,14,5,0,0,2,1,3,3,1,1,3,0,2,2,0,0,3,1,2,2,1,1,3,3,0,0,3,1,2,0,2,2,1,3,3,0,2,2,1,3,1,2,0,0,0,3,3,1,3,0,2,2,1,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
56,11,7,1,2,9,12,10,15,4,13,0,8,3,5,14,6,0,3,0,2,0,3,3,1,2,1,1,2,2,0,3,0,2,0,3,3,3,1,2,1,1,3,0,2,2,0,0,3,1,1,2,0,2,1,1,3,0,0,0,2,1,1,1,3,0,3,1,2,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,
52,2,14,4,10,12,13,3,9,5,11,15,1,0,6,8,7,0,3,1,2,0,0,2,1,2,1,3,1,2,0,3,3,1,2,0,3,0,0,3,1,2,2,0,3,3,1,2,2,2,0,3,1,1,2,0,3,1,3,1,3,0,0,2,2,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,7,0,14,1,6,2,3,5,4,15,10,12,8,11,13,9,1,1,2,0,2,1,3,0,0,0,2,1,1,3,0,3,1,3,0,2,1,1,2,0,0,0,3,3,1,2,1,1,3,0,2,1,2,0,0,3,1,1,2,0,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,14,7,10,1,6,8,4,12,3,2,0,15,13,9,5,11,0,0,0,2,1,1,2,0,3,3,1,1,2,0,0,3,1,1,2,0,2,1,3,0,0,3,0,2,1,2,0,3,1,2,1,3,0,3,1,2,0,0,3,1,3,1,2,0,3,0,2,2,1,3,1,1,3,,,,,,,,,,,,,,,,,,,,,,,
54,5,6,14,0,2,9,13,15,8,11,3,12,10,7,4,1,0,3,0,3,1,1,2,2,0,2,1,3,0,3,0,3,0,2,1,2,0,3,1,3,1,1,2,2,0,0,2,1,3,3,0,3,1,1,2,2,0,0,3,0,2,2,1,3,0,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
56,10,1,12,3,14,6,7,15,11,13,4,5,8,2,0,9,0,0,0,2,1,1,3,3,3,0,2,0,3,1,2,2,2,1,3,3,3,0,2,2,0,3,1,2,1,3,1,3,0,0,2,1,1,3,0,0,0,2,2,1,2,1,3,0,2,0,3,1,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,
50,3,11,7,14,9,5,0,6,8,1,12,2,13,4,10,15,0,0,0,2,1,1,3,0,2,2,1,3,0,0,2,1,1,1,2,0,0,0,3,1,3,1,1,2,0,2,0,3,3,0,3,1,1,1,2,2,0,3,1,2,2,0,3,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,13,8,5,0,9,1,15,10,14,12,2,11,6,4,7,3,1,3,0,2,1,3,3,0,2,2,2,1,3,3,3,0,2,0,0,2,2,1,1,1,3,3,3,0,2,0,3,0,2,2,2,1,3,3,3,1,2,0,0,3,1,2,0,2,1,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,13,0,1,7,6,3,5,4,11,9,12,2,14,15,10,8,2,1,2,0,0,2,1,1,3,1,3,3,0,0,2,2,1,1,2,0,3,3,0,0,2,1,1,3,0,3,1,2,1,3,0,0,0,2,1,1,3,0,0,2,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,12,4,14,11,6,13,15,7,10,1,0,5,8,3,2,9,2,1,3,0,0,3,1,1,2,0,0,3,3,0,2,2,2,1,3,3,0,2,2,1,3,1,2,0,3,3,1,3,1,2,2,0,3,1,2,2,0,3,0,3,3,0,2,1,1,3,0,2,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,
63,14,5,11,15,7,9,13,10,3,6,1,8,4,2,12,0,3,0,0,0,2,1,3,3,1,2,0,3,0,2,1,3,3,1,1,2,2,2,0,0,3,3,0,3,1,1,2,0,3,1,1,2,0,3,1,2,2,2,0,0,3,3,1,1,2,2,0,0,0,3,1,2,0,3,3,1,3,1,1,,,,,,,,,,,,,,,,,
47,9,6,2,3,10,4,15,13,14,0,7,1,8,11,12,5,2,0,3,3,0,2,2,1,3,1,3,1,2,0,3,0,3,1,1,2,0,0,0,3,1,1,1,2,0,0,3,0,2,2,2,1,3,1,2,0,3,3,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,15,3,12,7,8,10,5,13,1,11,2,9,0,14,6,4,1,1,3,0,0,3,3,1,1,1,2,2,0,3,0,2,2,0,3,3,1,3,1,2,0,3,0,2,1,2,1,2,0,3,1,3,1,3,0,0,2,1,1,2,2,0,0,0,3,3,3,1,2,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,
58,15,0,14,7,3,10,6,1,11,5,9,12,2,8,13,4,1,1,3,0,2,0,3,3,3,1,2,1,1,3,0,2,1,2,0,0,0,3,1,1,1,2,0,0,2,0,3,1,3,1,1,2,0,2,0,0,3,1,3,3,1,1,2,2,2,0,0,3,3,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,
50,3,5,4,7,10,0,11,13,8,12,6,2,14,9,1,15,2,0,0,3,0,2,2,1,3,1,3,1,2,2,0,2,0,0,3,1,1,3,3,0,2,0,2,1,1,2,0,3,1,3,1,3,0,2,1,2,2,0,3,3,0,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,9,7,1,0,2,14,13,6,11,8,4,10,12,3,5,15,0,0,2,1,3,1,2,0,2,0,0,3,1,3,1,2,2,2,1,3,3,0,2,0,2,1,3,0,0,2,1,1,1,3,0,0,0,3,1,1,2,0,3,3,1,1,2,0,2,2,0,3,3,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,
51,12,6,7,14,0,9,3,10,2,15,1,5,8,11,13,4,1,1,2,2,0,3,0,0,3,1,1,3,1,2,2,2,0,0,3,0,2,1,3,3,0,2,1,3,3,1,2,0,3,0,2,1,3,1,1,2,0,2,2,0,3,0,3,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,9,14,6,13,2,12,8,11,5,1,7,10,0,3,15,4,0,0,2,1,2,2,0,3,3,1,3,0,2,1,2,1,3,3,1,2,2,0,3,3,0,2,1,3,1,2,2,0,2,1,3,0,2,0,0,3,3,1,2,1,2,0,0,3,3,1,2,1,3,3,0,2,2,1,1,3,3,,,,,,,,,,,,,,,,,,,
45,5,14,1,2,12,9,11,8,0,13,10,15,4,7,3,6,3,0,0,2,1,2,0,0,3,3,1,2,2,2,0,3,3,1,2,1,1,3,3,0,2,2,1,3,3,0,0,2,1,3,0,0,2,1,2,2,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,0,2,5,1,15,12,8,6,13,11,10,9,7,14,3,4,1,1,1,3,0,3,1,2,0,0,3,0,2,2,1,1,1,3,0,3,0,2,1,2,0,2,1,1,3,0,0,3,1,3,1,2,0,3,0,0,2,2,1,2,1,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,6,7,4,15,1,10,2,11,9,5,14,0,3,13,12,8,3,3,0,0,3,1,1,2,0,0,3,0,2,1,3,1,2,0,2,2,1,3,1,2,0,3,3,1,2,0,0,3,3,0,2,2,2,1,1,1,3,0,0,0,3,1,1,2,0,0,2,1,3,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,
50,10,2,3,14,11,1,13,5,15,6,8,9,12,0,4,7,1,2,0,3,1,3,1,2,2,0,0,3,1,3,1,2,2,1,2,0,0,0,3,3,1,3,1,2,2,0,2,0,3,3,1,1,1,2,0,0,3,1,1,3,0,2,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1,6,4,13,8,14,3,0,5,15,2,10,11,7,12,9,2,2,1,3,1,2,0,3,3,0,3,1,2,0,0,3,1,2,0,2,2,1,1,3,3,1,2,0,3,3,1,2,0,0,3,1,1,2,0,2,0,0,2,1,3,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,13,10,9,14,6,5,1,2,12,3,0,4,11,15,8,7,0,2,1,1,1,2,2,0,0,0,3,1,3,0,2,1,3,1,1,2,2,0,3,0,2,0,3,3,1,2,2,1,3,3,3,0,2,1,1,3,0,2,1,2,2,0,3,3,1,2,0,0,0,3,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,
53,2,0,1,10,9,13,15,12,7,4,3,14,5,6,11,8,1,2,0,0,3,3,0,2,1,1,3,3,1,2,0,0,3,1,1,2,2,0,3,0,2,2,0,3,3,3,1,2,2,0,3,3,1,2,2,2,1,1,3,0,0,0,2,1,1,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,13,8,9,7,2,4,11,5,10,12,14,15,0,6,3,1,0,3,1,2,0,2,2,1,3,3,0,3,0,2,0,3,1,2,2,2,0,3,3,1,2,2,0,3,3,1,2,1,2,1,3,0,3,3,0,2,2,1,2,0,3,1,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,9,1,15,13,8,4,3,10,7,2,14,0,6,12,5,11,3,1,2,0,0,3,3,0,2,1,3,1,1,2,0,0,0,3,3,1,2,1,1,2,0,0,3,1,3,0,2,0,2,1,2,0,3,1,2,1,3,3,0,2,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,6,0,5,3,8,12,4,1,9,11,2,14,10,7,13,15,2,0,0,3,0,2,2,2,1,1,1,3,3,0,0,2,0,3,1,2,1,2,1,3,0,3,0,3,0,2,2,1,2,1,1,3,0,3,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,5,15,1,6,0,4,13,3,2,8,10,7,9,14,12,11,1,1,3,3,0,2,2,0,0,3,3,1,3,1,2,0,2,0,3,3,1,1,2,2,0,3,0,2,1,2,1,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,9,7,5,6,10,8,2,0,12,13,4,15,11,14,1,3,0,3,0,0,2,2,1,2,1,3,1,3,0,3,0,2,2,1,1,3,3,0,2,0,0,2,1,1,1,2,0,0,0,3,1,2,1,3,1,3,0,0,2,2,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,15,0,4,3,6,1,7,13,8,10,9,11,12,14,5,2,1,3,3,1,3,1,2,2,0,3,3,0,2,2,1,3,1,3,0,2,0,2,0,2,1,1,3,0,2,0,3,1,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,11,2,9,14,3,15,13,12,1,8,10,5,4,0,7,6,1,1,3,0,2,0,2,0,3,3,3,1,2,1,2,2,0,0,3,3,3,1,2,1,2,1,2,0,0,3,0,3,3,1,2,1,3,1,2,2,2,0,0,0,3,1,1,3,3,1,2,2,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,
47,4,12,11,3,15,7,5,13,1,2,0,10,6,8,9,14,1,1,3,0,2,2,1,3,3,0,2,2,1,3,0,0,3,1,1,2,1,3,0,2,0,0,2,1,3,3,3,0,2,1,1,3,0,2,1,3,1,2,2,0,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,12,15,10,6,7,2,9,0,4,1,3,13,14,11,8,5,3,0,2,1,3,3,0,2,1,1,1,3,3,0,0,0,2,1,2,1,3,1,3,0,0,2,1,1,2,0,2,0,0,3,1,3,1,1,3,0,2,2,2,1,3,0,2,0,0,3,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
60,13,10,15,7,12,11,6,9,3,1,14,8,2,5,4,0,3,0,0,3,3,1,1,1,2,0,3,1,2,2,0,0,2,0,3,3,1,1,2,0,2,0,3,3,1,1,2,2,0,0,3,3,3,1,1,2,1,2,2,0,0,0,3,3,3,1,2,2,0,3,3,1,2,1,3,1,,,,,,,,,,,,,,,,,,,,
49,5,3,2,13,6,1,4,10,8,11,9,15,14,12,0,7,0,3,0,2,1,2,2,0,3,3,1,3,0,0,2,1,1,1,2,2,0,0,3,0,2,1,1,3,1,3,3,0,0,2,1,2,1,3,3,0,2,2,0,0,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,12,0,1,9,3,15,5,4,14,11,13,8,10,6,7,2,0,2,1,3,1,1,2,0,0,3,1,3,1,3,0,0,2,1,3,0,0,2,2,1,1,1,3,3,0,0,0,2,1,2,1,2,1,3,0,3,3,0,2,2,2,1,1,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,9,13,11,7,4,6,0,10,5,8,12,14,15,3,1,2,1,2,2,2,1,3,0,2,0,3,3,3,1,2,1,3,0,2,2,1,3,0,0,3,1,1,1,2,0,0,2,2,1,3,3,3,0,2,2,0,2,1,1,3,3,3,1,2,2,2,0,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
56,1,5,14,6,10,0,11,12,15,9,8,4,2,3,7,13,1,3,0,2,2,1,3,3,1,2,1,2,0,2,0,3,3,1,1,2,0,2,0,3,3,3,1,2,1,2,2,0,0,0,3,1,1,3,0,0,3,1,1,1,2,0,2,1,3,0,0,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
48,1,7,8,0,14,2,6,3,12,10,13,11,9,5,4,15,0,2,0,2,2,1,3,0,0,2,1,1,1,3,0,0,3,3,1,1,2,0,3,0,0,2,1,1,2,0,2,1,3,0,0,2,1,3,3,0,2,1,3,3,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,4,14,0,2,9,3,6,15,5,11,10,8,13,12,1,7,0,0,2,1,3,3,3,0,2,2,1,3,3,0,2,1,1,2,2,0,3,0,0,3,1,1,2,1,3,3,0,0,0,2,1,2,0,2,1,1,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,3,8,1,13,4,15,6,14,9,11,5,0,10,7,2,12,1,3,1,2,2,0,3,3,3,1,2,0,0,2,2,0,3,1,1,1,3,0,2,2,0,3,3,3,1,2,0,0,3,1,2,2,1,2,1,3,0,3,0,0,2,2,1,1,1,3,0,3,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,
47,0,10,6,15,13,12,5,9,11,3,4,8,2,14,1,7,0,3,3,0,0,2,1,1,3,3,0,0,2,2,1,2,1,3,3,0,3,1,2,1,2,2,0,3,0,3,1,1,3,0,0,0,2,1,1,2,0,2,1,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,5,13,12,9,6,8,7,1,2,3,0,15,14,11,10,4,0,0,2,1,2,1,3,0,3,1,2,0,0,2,1,1,3,0,0,0,3,1,1,1,3,0,0,0,2,1,1,1,3,0,0,2,1,2,0,0,3,1,1,2,0,2,0,3,3,3,1,2,2,2,1,3,3,1,3,,,,,,,,,,,,,,,,,,,,,
44,12,0,3,14,2,10,13,8,6,5,1,7,4,15,9,11,2,1,2,0,0,2,1,3,3,1,2,1,2,0,0,3,1,1,3,0,0,0,2,1,3,3,0,2,1,3,1,2,2,0,3,0,2,1,3,3,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,11,14,5,8,12,3,4,6,15,10,7,0,13,2,9,1,2,1,1,2,0,0,3,1,2,0,3,3,1,2,1,2,1,3,3,0,0,3,1,2,2,2,0,3,1,1,3,3,0,2,1,2,2,0,3,3,0,0,2,1,2,1,3,3,0,3,0,2,2,2,1,1,3,1,3,3,,,,,,,,,,,,,,,,,,,,
49,5,0,8,10,9,14,4,3,11,2,7,15,13,12,6,1,0,0,0,3,1,2,2,1,3,1,3,0,0,2,0,2,1,1,2,1,3,3,3,0,0,2,0,2,2,1,3,1,1,3,0,0,2,1,2,0,3,0,3,1,1,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,4,7,10,15,13,2,9,3,0,5,6,14,11,8,1,12,3,0,2,0,3,3,0,3,1,1,1,2,0,2,0,3,3,1,2,2,2,0,3,3,0,2,2,1,3,3,0,3,1,2,1,2,1,3,0,2,0,3,1,2,1,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,15,2,14,10,0,1,8,9,13,3,12,11,6,5,4,7,3,1,3,0,3,1,1,2,0,0,3,1,1,2,2,0,3,1,1,2,0,2,1,3,0,0,0,3,3,1,1,2,1,2,0,2,0,3,0,3,1,1,1,3,0,2,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,9,2,6,3,13,5,15,11,8,1,4,7,0,10,14,12,0,3,0,2,1,1,3,1,3,0,0,2,0,3,1,2,2,1,3,1,2,0,2,0,0,3,3,1,1,3,0,2,2,2,0,3,3,1,2,0,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,7,14,12,15,2,3,11,4,10,1,9,5,0,8,13,6,0,0,3,3,0,3,1,2,1,2,1,2,0,0,0,3,1,1,3,1,2,2,0,0,0,3,3,1,1,1,3,0,2,1,2,0,2,0,0,3,1,3,3,1,1,2,2,0,3,0,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
57,14,6,11,9,3,4,5,10,8,12,0,15,2,1,7,13,2,0,2,0,0,3,3,1,1,3,1,2,0,2,0,3,3,0,2,2,1,1,1,2,0,0,0,3,1,3,3,1,2,2,2,0,3,3,1,2,1,3,3,0,2,2,0,3,1,1,2,2,0,3,1,3,3,,,,,,,,,,,,,,,,,,,,,,,
58,2,14,5,1,10,6,8,7,3,11,13,9,12,15,4,0,1,1,2,0,0,0,2,1,3,3,1,1,2,0,2,0,0,3,1,3,1,1,2,2,0,0,2,1,1,3,0,0,0,3,1,1,2,0,0,3,1,3,1,2,2,2,0,0,3,1,1,2,0,3,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,
56,0,8,11,12,2,14,13,6,15,7,10,3,9,1,5,4,1,2,2,1,1,3,3,0,0,2,0,3,1,3,1,2,2,2,0,3,1,2,1,3,3,3,0,2,0,2,0,3,1,1,1,2,0,0,3,1,1,2,0,2,0,3,3,3,0,2,2,1,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,
53,2,12,7,8,10,0,1,13,5,14,6,15,11,4,3,9,0,3,0,0,2,2,1,2,0,3,1,1,3,1,2,0,2,1,3,0,2,0,3,1,3,0,3,1,1,2,0,0,3,0,2,2,1,3,3,0,2,2,1,3,3,1,1,2,0,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,7,15,6,5,14,2,9,11,8,12,0,3,10,4,1,13,3,0,3,1,1,2,0,2,0,3,1,3,3,1,2,2,1,3,0,2,2,0,3,0,2,1,3,3,3,0,2,2,1,3,3,1,1,2,0,2,2,1,3,0,2,0,3,1,3,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,9,2,4,12,11,3,8,7,1,0,10,6,13,14,5,15,2,0,2,2,1,3,0,0,0,2,1,1,3,0,3,0,2,1,2,0,3,1,3,1,2,1,3,0,3,1,2,2,2,0,0,3,3,0,2,1,1,3,3,0,0,2,2,1,1,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1,15,12,9,11,6,13,7,4,14,5,3,0,8,10,2,3,0,3,3,1,2,1,2,2,1,3,3,0,2,0,0,3,1,1,3,0,2,1,1,3,0,2,2,1,3,0,0,2,2,1,3,1,2,0,3,0,2,0,3,3,1,2,0,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2,15,1,4,14,13,3,11,7,12,5,9,10,8,6,0,0,3,3,1,1,3,1,2,2,0,0,2,1,1,3,0,0,0,2,1,1,3,0,3,3,1,1,2,2,0,0,3,3,0,2,1,2,0,3,1,2,2,0,3,1,1,3,0,3,1,2,1,3,0,2,0,3,1,1,,,,,,,,,,,,,,,,,,,,,
60,12,8,11,13,3,15,5,6,10,4,14,0,7,9,2,1,0,2,1,3,3,0,3,1,1,2,1,3,0,0,2,1,1,2,2,0,0,3,3,0,2,2,1,3,1,3,3,1,2,2,2,0,3,3,0,3,0,2,2,2,1,1,3,3,1,3,0,2,1,2,0,3,0,3,1,1,,,,,,,,,,,,,,,,,,,,
54,6,2,11,9,8,5,12,1,7,0,15,10,3,13,4,14,0,0,3,1,2,0,2,1,3,1,2,2,1,3,0,0,3,3,0,2,2,1,3,1,3,0,2,1,1,2,0,0,2,1,1,3,0,0,2,0,3,3,1,2,2,1,3,0,0,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
49,3,5,0,7,10,1,15,13,12,9,11,14,8,4,2,6,0,2,0,3,1,2,1,3,0,0,2,1,1,3,3,3,1,2,2,0,3,0,3,0,2,1,3,1,2,1,2,2,0,3,0,0,3,1,3,1,2,0,2,1,3,0,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,8,10,1,3,11,15,0,13,12,6,7,14,5,4,9,2,1,2,0,3,3,3,1,1,2,0,3,0,0,2,2,1,3,0,2,2,1,1,3,3,0,0,2,1,2,1,3,1,3,0,2,0,3,3,1,2,2,0,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,7,2,3,1,9,10,15,6,8,5,13,0,11,12,4,14,0,0,2,1,3,0,3,3,1,1,2,2,0,3,3,1,2,1,2,2,0,0,3,3,1,2,0,3,0,2,1,1,2,0,0,3,1,1,1,3,0,0,2,1,2,0,3,1,1,3,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,12,1,0,7,8,15,14,9,4,3,13,10,5,2,11,6,0,2,1,3,1,1,3,3,0,2,0,2,1,3,0,0,2,2,1,1,3,0,0,2,1,3,3,3,0,2,2,1,3,3,1,2,2,0,3,1,1,2,2,0,3,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,9,15,12,2,14,8,4,6,10,3,7,13,1,0,11,5,1,3,3,1,3,0,2,2,0,2,1,1,3,3,0,0,0,2,1,1,3,0,0,2,2,1,1,3,3,0,3,0,2,2,1,3,3,1,2,2,1,2,0,0,3,3,0,2,2,1,3,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,,,,
49,2,12,6,15,9,3,14,0,1,8,13,5,11,4,10,7,0,0,3,0,3,1,3,0,2,1,1,2,1,3,3,0,0,2,2,1,2,0,0,3,1,1,1,2,0,0,0,3,3,1,2,1,1,3,3,0,0,2,0,3,1,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,14,15,1,0,7,9,4,11,8,3,10,5,2,12,13,6,1,3,0,3,0,3,1,1,2,2,0,0,3,1,1,1,2,0,0,0,2,1,1,1,3,0,0,0,2,1,1,3,3,3,1,2,0,3,0,2,2,0,2,1,3,1,3,0,3,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,4,14,5,1,7,8,15,10,9,2,13,12,11,0,3,6,0,3,1,2,0,3,3,0,2,2,1,3,1,1,2,0,2,0,3,3,1,3,0,2,0,2,1,1,2,1,3,3,0,2,1,3,3,0,2,0,0,3,1,2,0,2,2,1,1,1,3,3,0,2,1,3,3,,,,,,,,,,,,,,,,,,,,,,,
55,13,15,4,11,2,14,5,6,0,10,9,8,12,1,7,3,0,3,3,1,2,2,1,1,3,3,3,0,0,2,1,3,0,2,2,2,0,3,1,1,1,3,0,0,0,2,1,1,2,1,3,3,3,0,2,2,1,3,0,0,2,1,2,0,3,0,3,1,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
56,0,14,11,7,5,10,4,12,6,9,2,8,1,15,13,3,0,2,1,2,1,3,1,3,0,2,0,3,0,2,2,1,1,1,3,0,2,2,0,3,1,2,1,3,0,0,3,3,1,2,1,2,0,2,0,3,3,0,3,1,1,1,2,2,0,0,3,0,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
61,10,1,12,15,14,9,6,8,7,3,11,0,13,2,4,5,3,3,0,0,3,1,1,2,0,2,0,2,1,1,3,3,0,0,0,2,2,1,1,1,3,0,0,0,2,1,1,3,3,0,0,2,2,1,1,3,1,3,0,0,3,1,2,2,0,3,3,0,2,2,1,3,1,2,1,3,3,,,,,,,,,,,,,,,,,,,
55,11,3,10,7,14,12,2,13,6,15,0,9,4,1,5,8,2,0,3,1,1,3,1,2,2,0,0,3,3,1,2,2,2,0,3,3,0,2,2,1,3,0,3,3,1,2,2,0,3,3,1,1,1,2,0,0,3,1,1,2,0,2,1,2,0,3,0,3,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
53,7,13,3,8,14,12,1,4,5,6,2,10,9,0,15,11,2,0,2,0,3,1,3,0,2,1,2,1,1,2,0,3,0,2,1,3,1,3,0,3,0,2,2,1,3,3,0,2,2,0,3,1,2,2,0,3,1,2,1,3,0,3,1,1,2,0,3,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
